REGION,WEEK,YEAR,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
Virginia,32,2018,128,0,0,0,0,0
Washington,32,2018,189,2,0,1.06,1.06,0
West Virginia,32,2018,217,0,0,0,0,0
Wisconsin,32,2018,287,0,0,0,0,0
Puerto Rico,32,2018,0,0,0,0,0,0
Alabama,33,2018,125,0,0,0,0,0
Arizona,33,2018,133,1,0,0.75,0.75,0
Arkansas,33,2018,46,0,0,0,0,0
California,33,2018,225,2,0,0.89,0.89,0
Colorado,33,2018,162,0,0,0,0,0
Connecticut,33,2018,175,0,0,0,0,0
Delaware,33,2018,25,0,0,0,0,0
Georgia,33,2018,294,1,3,1.36,0.34,1.02
Hawaii,33,2018,32,0,0,0,0,0
Illinois,33,2018,84,0,0,0,0,0
Indiana,33,2018,82,0,0,0,0,0
Iowa,33,2018,88,0,0,0,0,0
Kansas,33,2018,29,0,0,0,0,0
Kentucky,33,2018,210,0,0,0,0,0
Louisiana,33,2018,110,2,0,1.82,1.82,0
Maryland,33,2018,35,0,0,0,0,0
Massachusetts,33,2018,116,0,0,0,0,0
Michigan,33,2018,230,0,0,0,0,0
Minnesota,33,2018,107,0,0,0,0,0
Mississippi,33,2018,18,0,1,5.56,0,5.56
Missouri,33,2018,350,0,0,0,0,0
Montana,33,2018,76,0,0,0,0,0
Nebraska,33,2018,48,0,0,0,0,0
New Mexico,33,2018,93,0,0,0,0,0
New York,33,2018,803,0,0,0,0,0
North Carolina,33,2018,82,0,0,0,0,0
North Dakota,33,2018,17,0,0,0,0,0
Ohio,33,2018,554,0,0,0,0,0
Oklahoma,33,2018,121,0,0,0,0,0
Oregon,33,2018,19,0,0,0,0,0
Pennsylvania,33,2018,46,0,0,0,0,0
South Carolina,33,2018,103,1,0,0.97,0.97,0
South Dakota,33,2018,41,0,0,0,0,0
Tennessee,33,2018,18,0,0,0,0,0
Texas,33,2018,409,3,0,0.73,0.73,0
Utah,33,2018,213,2,0,0.94,0.94,0
Vermont,33,2018,15,0,0,0,0,0
Virginia,33,2018,122,0,0,0,0,0
Washington,33,2018,183,0,0,0,0,0
West Virginia,33,2018,240,0,0,0,0,0
Wisconsin,33,2018,308,2,1,0.97,0.65,0.32
Puerto Rico,33,2018,0,0,0,0,0,0
Alabama,34,2018,264,2,0,0.76,0.76,0
Arizona,34,2018,141,0,0,0,0,0
Arkansas,34,2018,66,0,0,0,0,0
California,34,2018,213,0,0,0,0,0
Colorado,34,2018,174,0,1,0.57,0,0.57
Connecticut,34,2018,185,0,0,0,0,0
Delaware,34,2018,22,0,0,0,0,0
Georgia,34,2018,388,1,9,2.58,0.26,2.32
Hawaii,34,2018,28,0,0,0,0,0
Illinois,34,2018,68,0,0,0,0,0
Indiana,34,2018,98,0,0,0,0,0
Iowa,34,2018,95,0,0,0,0,0
Kansas,34,2018,45,0,0,0,0,0
Kentucky,34,2018,212,0,0,0,0,0
Louisiana,34,2018,110,3,0,2.73,2.73,0
Maryland,34,2018,52,0,0,0,0,0
Massachusetts,34,2018,131,0,0,0,0,0
Michigan,34,2018,242,0,0,0,0,0
Minnesota,34,2018,112,1,0,0.89,0.89,0
Mississippi,34,2018,15,0,0,0,0,0
Missouri,34,2018,374,0,0,0,0,0
Montana,34,2018,61,0,0,0,0,0
Nebraska,34,2018,56,0,0,0,0,0
New Mexico,34,2018,91,0,0,0,0,0
New York,34,2018,860,0,0,0,0,0
North Carolina,34,2018,71,0,0,0,0,0
North Dakota,34,2018,17,0,0,0,0,0
Ohio,34,2018,488,9,3,2.46,1.84,0.61
Oklahoma,34,2018,102,0,0,0,0,0
Pennsylvania,34,2018,70,0,0,0,0,0
South Carolina,34,2018,105,1,0,0.95,0.95,0
South Dakota,34,2018,46,0,0,0,0,0
Tennessee,34,2018,26,0,0,0,0,0
Texas,34,2018,480,2,1,0.63,0.42,0.21
Utah,34,2018,277,0,0,0,0,0
Virginia,34,2018,135,0,0,0,0,0
Washington,34,2018,234,2,1,1.28,0.85,0.43
West Virginia,34,2018,244,0,0,0,0,0
Wisconsin,34,2018,327,4,0,1.22,1.22,0
Puerto Rico,34,2018,0,0,0,0,0,0
Alabama,35,2018,261,5,3,3.07,1.92,1.15
Arizona,35,2018,148,1,0,0.68,0.68,0
Arkansas,35,2018,87,0,0,0,0,0
California,35,2018,230,0,0,0,0,0
Colorado,35,2018,216,0,0,0,0,0
Connecticut,35,2018,160,0,0,0,0,0
Delaware,35,2018,34,0,0,0,0,0
Georgia,35,2018,445,1,5,1.35,0.22,1.12
Hawaii,35,2018,34,0,0,0,0,0
Illinois,35,2018,93,0,0,0,0,0
Indiana,35,2018,80,0,0,0,0,0
Iowa,35,2018,102,0,0,0,0,0
Kansas,35,2018,43,0,0,0,0,0
Kentucky,35,2018,267,0,0,0,0,0
Louisiana,35,2018,150,1,0,0.67,0.67,0
Maryland,35,2018,41,0,0,0,0,0
Massachusetts,35,2018,117,0,0,0,0,0
Michigan,35,2018,250,0,0,0,0,0
Minnesota,35,2018,115,1,0,0.87,0.87,0
Mississippi,35,2018,14,0,0,0,0,0
Missouri,35,2018,416,0,0,0,0,0
Montana,35,2018,54,0,0,0,0,0
Nebraska,35,2018,71,0,0,0,0,0
New Mexico,35,2018,107,0,0,0,0,0
New York,35,2018,807,1,0,0.12,0.12,0
North Carolina,35,2018,95,0,0,0,0,0
North Dakota,35,2018,20,0,0,0,0,0
Ohio,35,2018,600,1,1,0.33,0.17,0.17
Oklahoma,35,2018,131,1,0,0.76,0.76,0
Oregon,35,2018,43,0,0,0,0,0
Pennsylvania,35,2018,68,0,1,1.47,0,1.47
South Carolina,35,2018,154,0,0,0,0,0
South Dakota,35,2018,34,0,0,0,0,0
Tennessee,35,2018,32,0,0,0,0,0
Texas,35,2018,570,1,3,0.7,0.18,0.53
Utah,35,2018,298,0,0,0,0,0
Virginia,35,2018,102,0,0,0,0,0
Washington,35,2018,245,1,0,0.41,0.41,0
West Virginia,35,2018,317,0,1,0.32,0,0.32
Wisconsin,35,2018,278,0,0,0,0,0
Puerto Rico,35,2018,0,0,0,0,0,0
Alabama,36,2018,276,1,0,0.36,0.36,0
Arizona,36,2018,133,0,1,0.75,0,0.75
Arkansas,36,2018,84,0,0,0,0,0
California,36,2018,269,0,1,0.37,0,0.37
Colorado,36,2018,252,0,0,0,0,0
Connecticut,36,2018,187,0,0,0,0,0
Delaware,36,2018,55,1,0,1.82,1.82,0
Georgia,36,2018,481,1,4,1.04,0.21,0.83
Hawaii,36,2018,48,1,0,2.08,2.08,0
Illinois,36,2018,112,0,0,0,0,0
Indiana,36,2018,89,1,0,1.12,1.12,0
Iowa,36,2018,126,0,0,0,0,0
Kansas,36,2018,51,0,0,0,0,0
Kentucky,36,2018,256,0,0,0,0,0
Louisiana,36,2018,167,3,0,1.8,1.8,0
Maryland,36,2018,45,0,0,0,0,0
Massachusetts,36,2018,151,1,0,0.66,0.66,0
Michigan,36,2018,272,0,0,0,0,0
Minnesota,36,2018,153,6,0,3.92,3.92,0
Mississippi,36,2018,25,0,1,4,0,4
Missouri,36,2018,449,0,0,0,0,0
Montana,36,2018,69,0,0,0,0,0
Nebraska,36,2018,61,0,0,0,0,0
New Mexico,36,2018,109,0,0,0,0,0
New York,36,2018,810,3,0,0.37,0.37,0
North Carolina,36,2018,126,0,0,0,0,0
North Dakota,36,2018,32,1,0,3.13,3.13,0
Ohio,36,2018,777,1,1,0.26,0.13,0.13
Oklahoma,36,2018,122,0,0,0,0,0
Oregon,36,2018,20,0,0,0,0,0
Pennsylvania,36,2018,65,0,0,0,0,0
South Carolina,36,2018,143,2,0,1.4,1.4,0
South Dakota,36,2018,55,0,0,0,0,0
Tennessee,36,2018,30,0,1,3.33,0,3.33
Texas,36,2018,751,5,15,2.66,0.67,2
Utah,36,2018,291,0,0,0,0,0
Virginia,36,2018,131,0,0,0,0,0
Washington,36,2018,268,4,1,1.87,1.49,0.37
West Virginia,36,2018,344,1,1,0.58,0.29,0.29
Wisconsin,36,2018,362,2,0,0.55,0.55,0
Puerto Rico,36,2018,0,0,0,0,0,0
Alabama,37,2018,321,2,1,0.93,0.62,0.31
Arizona,37,2018,176,0,0,0,0,0
Arkansas,37,2018,100,0,0,0,0,0
California,37,2018,324,2,1,0.93,0.62,0.31
Colorado,37,2018,266,0,0,0,0,0
Connecticut,37,2018,217,0,0,0,0,0
Delaware,37,2018,60,4,0,6.67,6.67,0
Georgia,37,2018,495,3,5,1.62,0.61,1.01
Hawaii,37,2018,40,1,0,2.5,2.5,0
Illinois,37,2018,123,2,0,1.63,1.63,0
Indiana,37,2018,119,0,0,0,0,0
Iowa,37,2018,166,0,0,0,0,0
Kansas,37,2018,55,0,0,0,0,0
Kentucky,37,2018,281,0,0,0,0,0
Louisiana,37,2018,131,1,0,0.76,0.76,0
Maryland,37,2018,63,0,0,0,0,0
Massachusetts,37,2018,251,0,0,0,0,0
Michigan,37,2018,416,1,0,0.24,0.24,0
Minnesota,37,2018,196,4,0,2.04,2.04,0
Mississippi,37,2018,36,0,0,0,0,0
Missouri,37,2018,558,2,0,0.36,0.36,0
Montana,37,2018,63,1,0,1.59,1.59,0
Nebraska,37,2018,100,0,0,0,0,0
New Mexico,37,2018,140,0,0,0,0,0
New York,37,2018,1218,0,0,0,0,0
North Carolina,37,2018,149,1,0,0.67,0.67,0
North Dakota,37,2018,61,0,0,0,0,0
Ohio,37,2018,900,5,2,0.78,0.56,0.22
Oklahoma,37,2018,153,0,0,0,0,0
Oregon,37,2018,48,0,0,0,0,0
Pennsylvania,37,2018,123,1,0,0.81,0.81,0
South Carolina,37,2018,138,2,1,2.17,1.45,0.72
South Dakota,37,2018,79,0,0,0,0,0
Tennessee,37,2018,46,0,1,2.17,0,2.17
Texas,37,2018,965,3,6,0.93,0.31,0.62
Utah,37,2018,373,1,0,0.27,0.27,0
Vermont,37,2018,12,0,0,0,0,0
Virginia,37,2018,133,0,0,0,0,0
Washington,37,2018,378,4,1,1.32,1.06,0.26
West Virginia,37,2018,383,0,2,0.52,0,0.52
Wisconsin,37,2018,458,2,0,0.44,0.44,0
Puerto Rico,37,2018,0,0,0,0,0,0
Alabama,38,2018,346,4,0,1.16,1.16,0
Alaska,38,2018,11,0,0,0,0,0
Arizona,38,2018,169,0,0,0,0,0
Arkansas,38,2018,87,0,0,0,0,0
California,38,2018,285,0,1,0.35,0,0.35
Colorado,38,2018,244,0,0,0,0,0
Connecticut,38,2018,258,0,0,0,0,0
Delaware,38,2018,107,0,0,0,0,0
Georgia,38,2018,579,1,4,0.86,0.17,0.69
Hawaii,38,2018,46,0,0,0,0,0
Illinois,38,2018,133,0,0,0,0,0
Indiana,38,2018,113,0,0,0,0,0
Iowa,38,2018,175,0,0,0,0,0
Kansas,38,2018,69,0,1,1.45,0,1.45
Kentucky,38,2018,292,0,0,0,0,0
Louisiana,38,2018,173,2,0,1.16,1.16,0
Maryland,38,2018,79,1,0,1.27,1.27,0
Massachusetts,38,2018,319,0,0,0,0,0
Michigan,38,2018,580,1,1,0.34,0.17,0.17
Minnesota,38,2018,255,2,0,0.78,0.78,0
Mississippi,38,2018,25,0,0,0,0,0
Missouri,38,2018,562,6,1,1.25,1.07,0.18
Montana,38,2018,78,0,0,0,0,0
Nebraska,38,2018,62,0,0,0,0,0
Nevada,38,2018,10,0,0,0,0,0
New Mexico,38,2018,156,0,0,0,0,0
New York,38,2018,1170,4,1,0.43,0.34,0.09
North Carolina,38,2018,184,0,0,0,0,0
North Dakota,38,2018,57,0,0,0,0,0
Ohio,38,2018,998,8,6,1.4,0.8,0.6
Oklahoma,38,2018,151,0,1,0.66,0,0.66
Oregon,38,2018,54,1,1,3.7,1.85,1.85
Pennsylvania,38,2018,121,1,0,0.83,0.83,0
South Carolina,38,2018,222,0,1,0.45,0,0.45
South Dakota,38,2018,59,0,0,0,0,0
Tennessee,38,2018,67,1,1,2.99,1.49,1.49
Texas,38,2018,1104,9,9,1.63,0.82,0.82
Utah,38,2018,327,1,0,0.31,0.31,0
Vermont,38,2018,23,0,0,0,0,0
Virginia,38,2018,174,0,0,0,0,0
Washington,38,2018,451,6,1,1.55,1.33,0.22
West Virginia,38,2018,402,0,2,0.5,0,0.5
Wisconsin,38,2018,587,0,1,0.17,0,0.17
Puerto Rico,38,2018,0,0,0,0,0,0
Alabama,39,2018,333,2,1,0.9,0.6,0.3
Arizona,39,2018,137,0,0,0,0,0
Arkansas,39,2018,75,0,0,0,0,0
California,39,2018,355,4,0,1.13,1.13,0
Colorado,39,2018,282,0,0,0,0,0
Connecticut,39,2018,352,4,0,1.14,1.14,0
Delaware,39,2018,135,1,0,0.74,0.74,0
Georgia,39,2018,611,4,6,1.64,0.65,0.98
Hawaii,39,2018,50,1,0,2,2,0
Illinois,39,2018,135,1,0,0.74,0.74,0
Indiana,39,2018,170,1,1,1.18,0.59,0.59
Iowa,39,2018,173,0,0,0,0,0
Kansas,39,2018,71,0,0,0,0,0
Kentucky,39,2018,289,0,0,0,0,0
Louisiana,39,2018,190,1,0,0.53,0.53,0
Maryland,39,2018,102,1,0,0.98,0.98,0
Massachusetts,39,2018,397,2,1,0.76,0.5,0.25
Michigan,39,2018,683,2,0,0.29,0.29,0
Minnesota,39,2018,241,2,0,0.83,0.83,0
Mississippi,39,2018,46,0,1,2.17,0,2.17
Missouri,39,2018,615,2,0,0.33,0.33,0
Montana,39,2018,99,1,0,1.01,1.01,0
Nebraska,39,2018,79,0,0,0,0,0
New Mexico,39,2018,196,0,0,0,0,0
New York,39,2018,1452,4,3,0.48,0.28,0.21
North Carolina,39,2018,179,0,2,1.12,0,1.12
North Dakota,39,2018,88,0,0,0,0,0
Ohio,39,2018,1152,9,3,1.04,0.78,0.26
Oklahoma,39,2018,153,1,1,1.31,0.65,0.65
Oregon,39,2018,77,0,0,0,0,0
Pennsylvania,39,2018,174,0,0,0,0,0
South Carolina,39,2018,259,2,0,0.77,0.77,0
South Dakota,39,2018,93,0,0,0,0,0
Tennessee,39,2018,75,0,1,1.33,0,1.33
Texas,39,2018,1107,5,3,0.72,0.45,0.27
Utah,39,2018,357,2,0,0.56,0.56,0
Vermont,39,2018,14,0,0,0,0,0
Virginia,39,2018,211,1,0,0.47,0.47,0
Washington,39,2018,541,3,5,1.48,0.55,0.92
West Virginia,39,2018,406,2,0,0.49,0.49,0
Wisconsin,39,2018,675,1,0,0.15,0.15,0
Puerto Rico,39,2018,0,0,0,0,0,0
Alabama,40,2018,455,2,2,0.88,0.44,0.44
Arizona,40,2018,183,0,0,0,0,0
Arkansas,40,2018,86,1,0,1.16,1.16,0
California,40,2018,409,2,1,0.73,0.49,0.24
Colorado,40,2018,366,0,0,0,0,0
Connecticut,40,2018,383,1,1,0.52,0.26,0.26
Delaware,40,2018,147,1,0,0.68,0.68,0
Georgia,40,2018,752,3,8,1.46,0.4,1.06
Hawaii,40,2018,62,2,0,3.23,3.23,0
Idaho,40,2018,24,0,0,0,0,0
Illinois,40,2018,97,1,2,3.09,1.03,2.06
Indiana,40,2018,136,0,1,0.74,0,0.74
Iowa,40,2018,180,0,0,0,0,0
Kansas,40,2018,62,0,0,0,0,0
Kentucky,40,2018,377,1,0,0.27,0.27,0
Louisiana,40,2018,243,4,0,1.65,1.65,0
Maine,40,2018,41,0,0,0,0,0
Maryland,40,2018,148,0,1,0.68,0,0.68
Massachusetts,40,2018,426,1,0,0.23,0.23,0
Michigan,40,2018,751,0,2,0.27,0,0.27
Minnesota,40,2018,344,0,0,0,0,0
Mississippi,40,2018,53,0,0,0,0,0
Missouri,40,2018,617,3,0,0.49,0.49,0
Montana,40,2018,113,1,1,1.77,0.88,0.88
Nebraska,40,2018,83,0,0,0,0,0
Nevada,40,2018,15,0,0,0,0,0
New Mexico,40,2018,184,0,0,0,0,0
New York,40,2018,1454,5,2,0.48,0.34,0.14
North Carolina,40,2018,213,0,2,0.94,0,0.94
North Dakota,40,2018,89,1,0,1.12,1.12,0
Ohio,40,2018,1260,5,1,0.48,0.4,0.08
Oklahoma,40,2018,212,0,2,0.94,0,0.94
Oregon,40,2018,208,3,0,1.44,1.44,0
Pennsylvania,40,2018,216,2,0,0.93,0.93,0
South Carolina,40,2018,240,0,0,0,0,0
South Dakota,40,2018,78,0,0,0,0,0
Tennessee,40,2018,72,0,1,1.39,0,1.39
Texas,40,2018,1223,10,10,1.64,0.82,0.82
Utah,40,2018,352,2,0,0.57,0.57,0
Vermont,40,2018,37,0,0,0,0,0
Virginia,40,2018,224,0,0,0,0,0
Washington,40,2018,637,4,1,0.78,0.63,0.16
West Virginia,40,2018,446,0,0,0,0,0
Wisconsin,40,2018,672,1,0,0.15,0.15,0
Alabama,41,2018,467,5,2,1.5,1.07,0.43
Arizona,41,2018,180,1,0,0.56,0.56,0
Arkansas,41,2018,135,2,0,1.48,1.48,0
California,41,2018,410,4,1,1.22,0.98,0.24
Colorado,41,2018,407,2,0,0.49,0.49,0
Connecticut,41,2018,412,1,2,0.73,0.24,0.49
Delaware,41,2018,149,0,1,0.67,0,0.67
Georgia,41,2018,814,5,12,2.09,0.61,1.47
Hawaii,41,2018,104,4,0,3.85,3.85,0
Idaho,41,2018,30,1,0,3.33,3.33,0
Illinois,41,2018,203,0,1,0.49,0,0.49
Indiana,41,2018,180,1,0,0.56,0.56,0
Iowa,41,2018,192,0,0,0,0,0
Kansas,41,2018,53,0,0,0,0,0
Kentucky,41,2018,384,0,0,0,0,0
Louisiana,41,2018,250,2,1,1.2,0.8,0.4
Maine,41,2018,35,0,0,0,0,0
Maryland,41,2018,143,1,1,1.4,0.7,0.7
Massachusetts,41,2018,443,0,0,0,0,0
Michigan,41,2018,757,6,1,0.92,0.79,0.13
Minnesota,41,2018,409,1,0,0.24,0.24,0
Mississippi,41,2018,57,0,0,0,0,0
Missouri,41,2018,658,0,0,0,0,0
Montana,41,2018,100,1,0,1,1,0
Nebraska,41,2018,108,0,0,0,0,0
New Mexico,41,2018,270,0,0,0,0,0
New York,41,2018,1999,7,1,0.4,0.35,0.05
North Carolina,41,2018,288,2,2,1.39,0.69,0.69
North Dakota,41,2018,82,0,0,0,0,0
Ohio,41,2018,1214,6,4,0.82,0.49,0.33
Oklahoma,41,2018,229,1,1,0.87,0.44,0.44
Oregon,41,2018,235,2,0,0.85,0.85,0
Pennsylvania,41,2018,230,2,1,1.3,0.87,0.43
South Carolina,41,2018,300,2,0,0.67,0.67,0
South Dakota,41,2018,86,1,0,1.16,1.16,0
Tennessee,41,2018,82,0,2,2.44,0,2.44
Texas,41,2018,1303,12,14,2,0.92,1.07
Utah,41,2018,375,3,0,0.8,0.8,0
Vermont,41,2018,47,1,0,2.13,2.13,0
Virginia,41,2018,265,0,0,0,0,0
Washington,41,2018,694,8,5,1.87,1.15,0.72
West Virginia,41,2018,457,1,0,0.22,0.22,0
Wisconsin,41,2018,850,0,0,0,0,0
Alabama,42,2018,569,6,1,1.23,1.05,0.18
Arizona,42,2018,210,0,3,1.43,0,1.43
Arkansas,42,2018,120,2,2,3.33,1.67,1.67
California,42,2018,457,5,2,1.53,1.09,0.44
Colorado,42,2018,440,3,0,0.68,0.68,0
Connecticut,42,2018,443,0,0,0,0,0
Delaware,42,2018,156,6,0,3.85,3.85,0
Georgia,42,2018,769,5,7,1.56,0.65,0.91
Hawaii,42,2018,92,0,0,0,0,0
Idaho,42,2018,46,1,0,2.17,2.17,0
Illinois,42,2018,216,0,0,0,0,0
Indiana,42,2018,154,0,0,0,0,0
Iowa,42,2018,233,0,0,0,0,0
Kansas,42,2018,72,0,0,0,0,0
Kentucky,42,2018,383,1,1,0.52,0.26,0.26
Louisiana,42,2018,271,5,2,2.58,1.85,0.74
Maine,42,2018,48,0,0,0,0,0
Maryland,42,2018,163,1,0,0.61,0.61,0
Massachusetts,42,2018,494,1,0,0.2,0.2,0
Michigan,42,2018,858,2,0,0.23,0.23,0
Minnesota,42,2018,337,3,1,1.19,0.89,0.3
Mississippi,42,2018,56,0,1,1.79,0,1.79
Missouri,42,2018,736,3,0,0.41,0.41,0
Montana,42,2018,120,0,0,0,0,0
Nebraska,42,2018,103,0,0,0,0,0
Nevada,42,2018,18,0,0,0,0,0
New Mexico,42,2018,262,0,0,0,0,0
New York,42,2018,2068,7,0,0.34,0.34,0
North Carolina,42,2018,346,4,1,1.45,1.16,0.29
North Dakota,42,2018,116,1,0,0.86,0.86,0
Ohio,42,2018,1629,3,4,0.43,0.18,0.25
Oklahoma,42,2018,265,0,0,0,0,0
Oregon,42,2018,291,3,0,1.03,1.03,0
Pennsylvania,42,2018,268,1,0,0.37,0.37,0
South Carolina,42,2018,282,2,0,0.71,0.71,0
South Dakota,42,2018,98,0,0,0,0,0
Tennessee,42,2018,120,0,1,0.83,0,0.83
Texas,42,2018,1485,12,15,1.82,0.81,1.01
Utah,42,2018,399,0,0,0,0,0
Vermont,42,2018,81,0,0,0,0,0
Virginia,42,2018,284,1,0,0.35,0.35,0
Washington,42,2018,703,2,3,0.71,0.28,0.43
West Virginia,42,2018,444,1,2,0.68,0.23,0.45
Wisconsin,42,2018,870,2,0,0.23,0.23,0
Alabama,43,2018,451,6,4,2.22,1.33,0.89
Arizona,43,2018,238,0,0,0,0,0
Arkansas,43,2018,146,2,0,1.37,1.37,0
California,43,2018,431,3,0,0.7,0.7,0
Colorado,43,2018,485,1,1,0.41,0.21,0.21
Connecticut,43,2018,483,2,2,0.83,0.41,0.41
Delaware,43,2018,192,4,0,2.08,2.08,0
Georgia,43,2018,955,13,9,2.3,1.36,0.94
Hawaii,43,2018,124,1,0,0.81,0.81,0
Idaho,43,2018,43,0,0,0,0,0
Illinois,43,2018,250,0,2,0.8,0,0.8
Indiana,43,2018,206,1,0,0.49,0.49,0
Iowa,43,2018,268,1,0,0.37,0.37,0
Kansas,43,2018,73,0,0,0,0,0
Kentucky,43,2018,415,0,0,0,0,0
Louisiana,43,2018,380,6,3,2.37,1.58,0.79
Maine,43,2018,35,0,0,0,0,0
Maryland,43,2018,229,1,0,0.44,0.44,0
Massachusetts,43,2018,545,10,1,2.02,1.83,0.18
Michigan,43,2018,890,1,2,0.34,0.11,0.22
Minnesota,43,2018,364,1,0,0.27,0.27,0
Mississippi,43,2018,85,0,0,0,0,0
Missouri,43,2018,748,2,0,0.27,0.27,0
Montana,43,2018,119,0,0,0,0,0
Nebraska,43,2018,116,0,0,0,0,0
Nevada,43,2018,19,0,0,0,0,0
New Mexico,43,2018,138,0,0,0,0,0
New York,43,2018,2152,7,2,0.42,0.33,0.09
North Carolina,43,2018,364,0,1,0.27,0,0.27
North Dakota,43,2018,117,2,0,1.71,1.71,0
Ohio,43,2018,1640,10,3,0.79,0.61,0.18
Oklahoma,43,2018,263,1,0,0.38,0.38,0
Oregon,43,2018,339,3,1,1.18,0.88,0.29
Pennsylvania,43,2018,334,0,0,0,0,0
South Carolina,43,2018,337,0,0,0,0,0
South Dakota,43,2018,87,0,0,0,0,0
Tennessee,43,2018,110,0,2,1.82,0,1.82
Texas,43,2018,1633,12,11,1.41,0.73,0.67
Utah,43,2018,465,1,0,0.22,0.22,0
Vermont,43,2018,61,0,1,1.64,0,1.64
Virginia,43,2018,327,1,0,0.31,0.31,0
Washington,43,2018,696,3,2,0.72,0.43,0.29
West Virginia,43,2018,436,1,1,0.46,0.23,0.23
Wisconsin,43,2018,938,8,1,0.96,0.85,0.11
Alabama,44,2018,535,5,1,1.12,0.93,0.19
Arizona,44,2018,240,2,1,1.25,0.83,0.42
Arkansas,44,2018,298,6,5,3.69,2.01,1.68
California,44,2018,549,11,1,2.19,2,0.18
Colorado,44,2018,498,1,0,0.2,0.2,0
Connecticut,44,2018,535,2,3,0.93,0.37,0.56
Delaware,44,2018,182,1,0,0.55,0.55,0
Georgia,44,2018,1140,23,8,2.72,2.02,0.7
Hawaii,44,2018,99,0,1,1.01,0,1.01
Idaho,44,2018,33,0,0,0,0,0
Illinois,44,2018,253,4,1,1.98,1.58,0.4
Indiana,44,2018,209,1,0,0.48,0.48,0
Iowa,44,2018,240,0,0,0,0,0
Kansas,44,2018,86,0,0,0,0,0
Kentucky,44,2018,450,0,0,0,0,0
Louisiana,44,2018,359,2,1,0.84,0.56,0.28
Maine,44,2018,45,0,0,0,0,0
Maryland,44,2018,213,0,1,0.47,0,0.47
Massachusetts,44,2018,562,16,0,2.85,2.85,0
Michigan,44,2018,831,2,0,0.24,0.24,0
Minnesota,44,2018,311,1,0,0.32,0.32,0
Mississippi,44,2018,74,0,1,1.35,0,1.35
Missouri,44,2018,761,0,0,0,0,0
Montana,44,2018,115,0,1,0.87,0,0.87
Nebraska,44,2018,151,0,0,0,0,0
Nevada,44,2018,20,1,0,5,5,0
New Mexico,44,2018,343,1,0,0.29,0.29,0
New York,44,2018,2043,8,1,0.44,0.39,0.05
North Carolina,44,2018,393,0,2,0.51,0,0.51
North Dakota,44,2018,119,6,2,6.72,5.04,1.68
Ohio,44,2018,1801,22,5,1.5,1.22,0.28
Oklahoma,44,2018,253,4,0,1.58,1.58,0
Oregon,44,2018,175,3,0,1.71,1.71,0
Pennsylvania,44,2018,362,0,0,0,0,0
South Carolina,44,2018,351,1,2,0.85,0.28,0.57
South Dakota,44,2018,90,0,0,0,0,0
Tennessee,44,2018,112,0,1,0.89,0,0.89
Texas,44,2018,1821,21,20,2.25,1.15,1.1
Utah,44,2018,488,1,1,0.41,0.2,0.2
Vermont,44,2018,92,0,1,1.09,0,1.09
Virginia,44,2018,312,0,0,0,0,0
Washington,44,2018,731,5,2,0.96,0.68,0.27
West Virginia,44,2018,520,1,0,0.19,0.19,0
Wisconsin,44,2018,1003,6,0,0.6,0.6,0
Alabama,45,2018,583,6,3,1.54,1.03,0.51
Arizona,45,2018,261,2,2,1.53,0.77,0.77
Arkansas,45,2018,309,4,6,3.24,1.29,1.94
California,45,2018,601,12,0,2,2,0
Colorado,45,2018,507,2,0,0.39,0.39,0
Connecticut,45,2018,591,4,0,0.68,0.68,0
Delaware,45,2018,181,1,0,0.55,0.55,0
Georgia,45,2018,1137,15,5,1.76,1.32,0.44
Hawaii,45,2018,88,0,0,0,0,0
Idaho,45,2018,44,0,0,0,0,0
Illinois,45,2018,292,1,0,0.34,0.34,0
Indiana,45,2018,223,1,0,0.45,0.45,0
Iowa,45,2018,234,0,0,0,0,0
Kansas,45,2018,81,1,0,1.23,1.23,0
Kentucky,45,2018,483,2,0,0.41,0.41,0
Louisiana,45,2018,397,5,0,1.26,1.26,0
Maine,45,2018,46,0,0,0,0,0
Maryland,45,2018,190,1,3,2.11,0.53,1.58
Massachusetts,45,2018,528,21,0,3.98,3.98,0
Michigan,45,2018,836,3,3,0.72,0.36,0.36
Minnesota,45,2018,378,4,0,1.06,1.06,0
Mississippi,45,2018,67,0,0,0,0,0
Missouri,45,2018,883,4,0,0.45,0.45,0
Montana,45,2018,119,1,0,0.84,0.84,0
Nebraska,45,2018,108,1,0,0.93,0.93,0
Nevada,45,2018,23,0,0,0,0,0
New Mexico,45,2018,228,2,0,0.88,0.88,0
New York,45,2018,2106,15,1,0.76,0.71,0.05
North Carolina,45,2018,407,1,1,0.49,0.25,0.25
North Dakota,45,2018,145,3,0,2.07,2.07,0
Ohio,45,2018,1942,35,7,2.16,1.8,0.36
Oklahoma,45,2018,281,2,0,0.71,0.71,0
Oregon,45,2018,385,4,0,1.04,1.04,0
Pennsylvania,45,2018,372,2,0,0.54,0.54,0
South Carolina,45,2018,363,1,0,0.28,0.28,0
South Dakota,45,2018,106,2,0,1.89,1.89,0
Tennessee,45,2018,127,1,2,2.36,0.79,1.57
Texas,45,2018,2014,23,9,1.59,1.14,0.45
Utah,45,2018,478,4,1,1.05,0.84,0.21
Vermont,45,2018,68,0,0,0,0,0
