REGION,WEEK,YEAR,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
Pennsylvania,51,2019,821,32,71,12.55,3.9,8.65
South Carolina,51,2019,644,57,49,16.46,8.85,7.61
South Dakota,51,2019,83,1,0,1.2,1.2,0
Tennessee,51,2019,141,7,19,18.44,4.96,13.48
Texas,51,2019,6092,522,1521,33.54,8.57,24.97
Utah,51,2019,1193,88,134,18.61,7.38,11.23
Vermont,51,2019,123,4,2,4.88,3.25,1.63
Virginia,51,2019,587,19,79,16.7,3.24,13.46
Washington,51,2019,2384,66,479,22.86,2.77,20.09
West Virginia,51,2019,681,12,26,5.58,1.76,3.82
Wisconsin,51,2019,2522,112,379,19.47,4.44,15.03
Wyoming,51,2019,20,5,1,30,25,5
Puerto Rico,51,2019,0,0,0,0,0,0
Alabama,52,2019,1137,105,119,19.7,9.23,10.47
Alaska,52,2019,14,0,4,28.57,0,28.57
Arizona,52,2019,636,19,66,13.36,2.99,10.38
Arkansas,52,2019,367,43,64,29.16,11.72,17.44
California,52,2019,4042,427,600,25.41,10.56,14.84
Colorado,52,2019,1065,74,217,27.32,6.95,20.38
Connecticut,52,2019,1421,156,98,17.87,10.98,6.9
Delaware,52,2019,627,64,59,19.62,10.21,9.41
Georgia,52,2019,3820,864,474,35.03,22.62,12.41
Hawaii,52,2019,537,46,14,11.17,8.57,2.61
Idaho,52,2019,144,4,29,22.92,2.78,20.14
Illinois,52,2019,731,68,106,23.8,9.3,14.5
Indiana,52,2019,558,87,56,25.63,15.59,10.04
Iowa,52,2019,365,23,49,19.73,6.3,13.42
Kansas,52,2019,129,5,5,7.75,3.88,3.88
Kentucky,52,2019,1494,259,140,26.71,17.34,9.37
Louisiana,52,2019,743,50,106,21,6.73,14.27
Maine,52,2019,122,17,2,15.57,13.93,1.64
Maryland,52,2019,500,35,92,25.4,7,18.4
Massachusetts,52,2019,1225,101,166,21.8,8.24,13.55
Michigan,52,2019,4084,311,876,29.06,7.62,21.45
Minnesota,52,2019,707,45,91,19.24,6.36,12.87
Mississippi,52,2019,203,6,45,25.12,2.96,22.17
Missouri,52,2019,3271,225,698,28.22,6.88,21.34
Montana,52,2019,311,16,67,26.69,5.14,21.54
Nebraska,52,2019,273,68,57,45.79,24.91,20.88
Nevada,52,2019,28,6,2,28.57,21.43,7.14
New Mexico,52,2019,575,56,118,30.26,9.74,20.52
New York,52,2019,3022,327,389,23.69,10.82,12.87
North Carolina,52,2019,572,74,65,24.3,12.94,11.36
North Dakota,52,2019,480,39,126,34.38,8.13,26.25
Ohio,52,2019,5218,342,1209,29.72,6.55,23.17
Oklahoma,52,2019,625,18,163,28.96,2.88,26.08
Oregon,52,2019,4024,134,1129,31.39,3.33,28.06
Pennsylvania,52,2019,1209,68,260,27.13,5.62,21.51
South Carolina,52,2019,890,90,94,20.67,10.11,10.56
South Dakota,52,2019,66,2,2,6.06,3.03,3.03
Tennessee,52,2019,253,25,45,27.67,9.88,17.79
Texas,52,2019,6321,834,1667,39.57,13.19,26.37
Utah,52,2019,1690,165,270,25.74,9.76,15.98
Vermont,52,2019,190,8,10,9.47,4.21,5.26
Virginia,52,2019,581,31,66,16.7,5.34,11.36
Washington,52,2019,2539,75,467,21.35,2.95,18.39
West Virginia,52,2019,812,17,79,11.82,2.09,9.73
Wisconsin,52,2019,3111,181,492,21.63,5.82,15.81
Wyoming,52,2019,14,2,3,35.71,14.29,21.43
Puerto Rico,52,2019,0,0,0,0,0,0
Alabama,1,2020,1049,102,79,17.25,9.72,7.53
Alaska,1,2020,12,1,3,33.33,8.33,25
Arizona,1,2020,682,23,71,13.78,3.37,10.41
Arkansas,1,2020,366,31,42,19.95,8.47,11.48
California,1,2020,4396,580,606,26.98,13.19,13.79
Colorado,1,2020,1367,108,255,26.55,7.9,18.65
Connecticut,1,2020,1502,140,162,20.11,9.32,10.79
Delaware,1,2020,525,53,50,19.62,10.1,9.52
Georgia,1,2020,2884,477,247,25.1,16.54,8.56
Hawaii,1,2020,557,58,14,12.93,10.41,2.51
Idaho,1,2020,133,4,19,17.29,3.01,14.29
Illinois,1,2020,806,69,108,21.96,8.56,13.4
Indiana,1,2020,410,36,35,17.32,8.78,8.54
Iowa,1,2020,379,24,62,22.69,6.33,16.36
Kansas,1,2020,169,11,10,12.43,6.51,5.92
Kentucky,1,2020,1437,172,99,18.86,11.97,6.89
Louisiana,1,2020,635,44,77,19.06,6.93,12.13
Maine,1,2020,112,12,5,15.18,10.71,4.46
Maryland,1,2020,635,70,96,26.14,11.02,15.12
Massachusetts,1,2020,1568,150,248,25.38,9.57,15.82
Michigan,1,2020,4487,265,848,24.8,5.91,18.9
Minnesota,1,2020,764,49,92,18.46,6.41,12.04
Mississippi,1,2020,194,6,28,17.53,3.09,14.43
Missouri,1,2020,3107,229,476,22.69,7.37,15.32
Montana,1,2020,304,29,62,29.93,9.54,20.39
Nebraska,1,2020,279,30,71,36.2,10.75,25.45
New Mexico,1,2020,846,103,177,33.1,12.17,20.92
New York,1,2020,3795,378,477,22.53,9.96,12.57
North Carolina,1,2020,393,38,41,20.1,9.67,10.43
North Dakota,1,2020,453,42,80,26.93,9.27,17.66
Ohio,1,2020,5449,394,1035,26.22,7.23,18.99
Oklahoma,1,2020,579,17,122,24.01,2.94,21.07
Oregon,1,2020,4204,194,941,27,4.61,22.38
Pennsylvania,1,2020,1347,88,250,25.09,6.53,18.56
South Carolina,1,2020,868,72,77,17.17,8.29,8.87
South Dakota,1,2020,65,1,4,7.69,1.54,6.15
Tennessee,1,2020,203,16,25,20.2,7.88,12.32
Texas,1,2020,5499,599,1125,31.35,10.89,20.46
Utah,1,2020,1779,173,322,27.82,9.72,18.1
Vermont,1,2020,240,24,22,19.17,10,9.17
Virginia,1,2020,557,41,57,17.59,7.36,10.23
Washington,1,2020,2564,110,337,17.43,4.29,13.14
West Virginia,1,2020,938,23,79,10.87,2.45,8.42
Wisconsin,1,2020,3076,159,359,16.84,5.17,11.67
Wyoming,1,2020,18,2,1,16.67,11.11,5.56
Puerto Rico,1,2020,0,0,0,0,0,0
Alabama,2,2020,887,71,44,12.97,8,4.96
Alaska,2,2020,15,1,3,26.67,6.67,20
Arizona,2,2020,589,50,49,16.81,8.49,8.32
Arkansas,2,2020,357,43,56,27.73,12.04,15.69
California,2,2020,4833,736,602,27.68,15.23,12.46
Colorado,2,2020,1200,125,184,25.75,10.42,15.33
Connecticut,2,2020,1677,181,234,24.75,10.79,13.95
Delaware,2,2020,541,73,49,22.55,13.49,9.06
Georgia,2,2020,2200,369,157,23.91,16.77,7.14
Hawaii,2,2020,607,60,17,12.69,9.88,2.8
Idaho,2,2020,131,5,15,15.27,3.82,11.45
Illinois,2,2020,784,66,101,21.3,8.42,12.88
Indiana,2,2020,392,25,29,13.78,6.38,7.4
Iowa,2,2020,351,16,55,20.23,4.56,15.67
Kansas,2,2020,168,16,5,12.5,9.52,2.98
Kentucky,2,2020,1102,102,74,15.97,9.26,6.72
Louisiana,2,2020,579,59,23,14.16,10.19,3.97
Maine,2,2020,109,8,4,11.01,7.34,3.67
Maryland,2,2020,576,63,102,28.65,10.94,17.71
Massachusetts,2,2020,1805,200,332,29.47,11.08,18.39
Michigan,2,2020,3851,270,616,23.01,7.01,16
Minnesota,2,2020,750,35,60,12.67,4.67,8
Mississippi,2,2020,161,11,20,19.25,6.83,12.42
Missouri,2,2020,2758,221,394,22.3,8.01,14.29
Montana,2,2020,344,30,40,20.35,8.72,11.63
Nebraska,2,2020,212,10,48,27.36,4.72,22.64
Nevada,2,2020,57,17,6,40.35,29.82,10.53
New Mexico,2,2020,488,119,153,55.74,24.39,31.35
New York,2,2020,3828,424,417,21.97,11.08,10.89
North Carolina,2,2020,371,55,40,25.61,14.82,10.78
North Dakota,2,2020,481,43,91,27.86,8.94,18.92
Ohio,2,2020,4920,434,852,26.14,8.82,17.32
Oklahoma,2,2020,519,24,94,22.74,4.62,18.11
Oregon,2,2020,3396,179,624,23.65,5.27,18.37
Pennsylvania,2,2020,1203,103,200,25.19,8.56,16.63
South Carolina,2,2020,722,59,48,14.82,8.17,6.65
South Dakota,2,2020,85,2,2,4.71,2.35,2.35
Tennessee,2,2020,165,19,8,16.36,11.52,4.85
Texas,2,2020,5077,728,834,30.77,14.34,16.43
Utah,2,2020,1728,197,254,26.1,11.4,14.7
Vermont,2,2020,227,11,19,13.22,4.85,8.37
Virginia,2,2020,593,39,56,16.02,6.58,9.44
Washington,2,2020,2433,151,273,17.43,6.21,11.22
West Virginia,2,2020,828,25,57,9.9,3.02,6.88
Wisconsin,2,2020,3389,241,391,18.65,7.11,11.54
Wyoming,2,2020,30,3,6,30,10,20
Puerto Rico,2,2020,0,0,0,0,0,0
Alabama,3,2020,834,86,36,14.63,10.31,4.32
Alaska,3,2020,22,1,2,13.64,4.55,9.09
Arizona,3,2020,701,67,57,17.69,9.56,8.13
Arkansas,3,2020,443,75,87,36.57,16.93,19.64
California,3,2020,5378,1043,666,31.78,19.39,12.38
Colorado,3,2020,1359,189,197,28.4,13.91,14.5
Connecticut,3,2020,1767,201,336,30.39,11.38,19.02
Delaware,3,2020,546,83,39,22.34,15.2,7.14
Georgia,3,2020,2134,390,101,23.01,18.28,4.73
Hawaii,3,2020,546,56,20,13.92,10.26,3.66
Idaho,3,2020,110,2,7,8.18,1.82,6.36
Illinois,3,2020,774,84,121,26.49,10.85,15.63
Indiana,3,2020,379,29,29,15.3,7.65,7.65
Iowa,3,2020,323,27,47,22.91,8.36,14.55
Kansas,3,2020,149,12,12,16.11,8.05,8.05
Kentucky,3,2020,888,80,58,15.54,9.01,6.53
Louisiana,3,2020,585,79,26,17.95,13.5,4.44
Maine,3,2020,124,12,15,21.77,9.68,12.1
Maryland,3,2020,592,77,86,27.53,13.01,14.53
Massachusetts,3,2020,1965,249,418,33.94,12.67,21.27
Michigan,3,2020,3444,390,555,27.44,11.32,16.11
Minnesota,3,2020,612,46,64,17.97,7.52,10.46
Mississippi,3,2020,157,8,18,16.56,5.1,11.46
Missouri,3,2020,2807,228,493,25.69,8.12,17.56
Montana,3,2020,324,30,30,18.52,9.26,9.26
Nebraska,3,2020,184,10,47,30.98,5.43,25.54
New Mexico,3,2020,864,117,151,31.02,13.54,17.48
New York,3,2020,3805,501,406,23.84,13.17,10.67
North Carolina,3,2020,359,45,30,20.89,12.53,8.36
North Dakota,3,2020,510,64,105,33.14,12.55,20.59
Ohio,3,2020,4891,594,894,30.42,12.14,18.28
Oklahoma,3,2020,456,33,79,24.56,7.24,17.32
Oregon,3,2020,3016,226,402,20.82,7.49,13.33
Pennsylvania,3,2020,1088,130,204,30.7,11.95,18.75
South Carolina,3,2020,622,64,61,20.1,10.29,9.81
South Dakota,3,2020,79,2,2,5.06,2.53,2.53
Tennessee,3,2020,107,9,2,10.28,8.41,1.87
Texas,3,2020,5291,1072,728,34.02,20.26,13.76
Utah,3,2020,1780,273,312,32.87,15.34,17.53
Vermont,3,2020,167,29,28,34.13,17.37,16.77
Virginia,3,2020,564,52,48,17.73,9.22,8.51
Washington,3,2020,2141,169,186,16.58,7.89,8.69
West Virginia,3,2020,923,50,94,15.6,5.42,10.18
Wisconsin,3,2020,3390,330,481,23.92,9.73,14.19
Wyoming,3,2020,71,21,11,45.07,29.58,15.49
Puerto Rico,3,2020,0,0,0,0,0,0
Alabama,4,2020,891,105,40,16.27,11.78,4.49
Alaska,4,2020,10,1,2,30,10,20
Arizona,4,2020,662,100,50,22.66,15.11,7.55
Arkansas,4,2020,429,57,83,32.63,13.29,19.35
California,4,2020,5835,1254,640,32.46,21.49,10.97
Colorado,4,2020,1435,244,202,31.08,17,14.08
Connecticut,4,2020,2026,221,483,34.75,10.91,23.84
Delaware,4,2020,616,114,43,25.49,18.51,6.98
Georgia,4,2020,2093,375,121,23.7,17.92,5.78
Hawaii,4,2020,609,77,29,17.41,12.64,4.76
Idaho,4,2020,124,7,6,10.48,5.65,4.84
Illinois,4,2020,931,113,170,30.4,12.14,18.26
Indiana,4,2020,365,21,41,16.99,5.75,11.23
Iowa,4,2020,366,31,74,28.69,8.47,20.22
Kansas,4,2020,149,9,12,14.09,6.04,8.05
Kentucky,4,2020,981,70,87,16,7.14,8.87
Louisiana,4,2020,629,129,20,23.69,20.51,3.18
Maine,4,2020,173,21,22,24.86,12.14,12.72
Maryland,4,2020,569,78,106,32.34,13.71,18.63
Massachusetts,4,2020,2114,274,549,38.93,12.96,25.97
Michigan,4,2020,3600,502,628,31.39,13.94,17.44
Minnesota,4,2020,689,54,81,19.59,7.84,11.76
Mississippi,4,2020,151,17,10,17.88,11.26,6.62
Missouri,4,2020,2930,416,527,32.18,14.2,17.99
Montana,4,2020,394,56,55,28.17,14.21,13.96
Nebraska,4,2020,140,4,41,32.14,2.86,29.29
Nevada,4,2020,65,34,7,63.08,52.31,10.77
New Mexico,4,2020,872,121,99,25.23,13.88,11.35
New York,4,2020,3789,543,444,26.05,14.33,11.72
North Carolina,4,2020,342,43,31,21.64,12.57,9.06
North Dakota,4,2020,584,87,98,31.68,14.9,16.78
Ohio,4,2020,5329,801,981,33.44,15.03,18.41
Oklahoma,4,2020,443,32,54,19.41,7.22,12.19
Oregon,4,2020,2991,318,384,23.47,10.63,12.84
Pennsylvania,4,2020,1216,141,222,29.85,11.6,18.26
South Carolina,4,2020,627,73,45,18.82,11.64,7.18
South Dakota,4,2020,74,1,2,4.05,1.35,2.7
Tennessee,4,2020,126,18,6,19.05,14.29,4.76
Texas,4,2020,5686,1281,551,32.22,22.53,9.69
Utah,4,2020,2045,330,338,32.67,16.14,16.53
Vermont,4,2020,350,30,60,25.71,8.57,17.14
Virginia,4,2020,529,55,64,22.5,10.4,12.1
Washington,4,2020,2293,260,174,18.93,11.34,7.59
West Virginia,4,2020,936,62,112,18.59,6.62,11.97
Wisconsin,4,2020,4062,461,730,29.32,11.35,17.97
Wyoming,4,2020,115,35,31,57.39,30.43,26.96
Puerto Rico,4,2020,0,0,0,0,0,0
Alabama,5,2020,1106,165,42,18.72,14.92,3.8
Alaska,5,2020,13,0,3,23.08,0,23.08
Arizona,5,2020,553,80,31,20.07,14.47,5.61
Arkansas,5,2020,613,119,167,46.66,19.41,27.24
California,5,2020,6118,1328,553,30.75,21.71,9.04
Colorado,5,2020,1472,271,158,29.14,18.41,10.73
Connecticut,5,2020,2199,231,566,36.24,10.5,25.74
Delaware,5,2020,656,146,42,28.66,22.26,6.4
Georgia,5,2020,2233,425,129,24.81,19.03,5.78
Hawaii,5,2020,715,77,26,14.41,10.77,3.64
Idaho,5,2020,123,15,2,13.82,12.2,1.63
Illinois,5,2020,765,130,126,33.46,16.99,16.47
Indiana,5,2020,479,46,72,24.63,9.6,15.03
Iowa,5,2020,402,50,92,35.32,12.44,22.89
Kansas,5,2020,187,20,9,15.51,10.7,4.81
Kentucky,5,2020,1032,108,105,20.64,10.47,10.17
Louisiana,5,2020,770,180,30,27.27,23.38,3.9
Maine,5,2020,182,22,26,26.37,12.09,14.29
Maryland,5,2020,668,105,127,34.73,15.72,19.01
Massachusetts,5,2020,2467,427,569,40.37,17.31,23.06
Michigan,5,2020,3919,608,687,33.04,15.51,17.53
Minnesota,5,2020,647,85,52,21.17,13.14,8.04
Mississippi,5,2020,202,23,9,15.84,11.39,4.46
Missouri,5,2020,3266,577,571,35.15,17.67,17.48
Montana,5,2020,415,78,44,29.4,18.8,10.6
Nebraska,5,2020,203,15,45,29.56,7.39,22.17
Nevada,5,2020,61,22,2,39.34,36.07,3.28
New Mexico,5,2020,862,108,99,24.01,12.53,11.48
New York,5,2020,4085,641,477,27.37,15.69,11.68
North Carolina,5,2020,413,59,39,23.73,14.29,9.44
North Dakota,5,2020,577,107,96,35.18,18.54,16.64
Ohio,5,2020,6547,1221,1212,37.16,18.65,18.51
Oklahoma,5,2020,490,57,45,20.82,11.63,9.18
Oregon,5,2020,3075,312,289,19.54,10.15,9.4
Pennsylvania,5,2020,1451,242,274,35.56,16.68,18.88
South Carolina,5,2020,814,123,63,22.85,15.11,7.74
South Dakota,5,2020,90,3,6,10,3.33,6.67
Tennessee,5,2020,184,34,10,23.91,18.48,5.43
Texas,5,2020,7032,1694,734,34.53,24.09,10.44
Utah,5,2020,2292,389,344,31.98,16.97,15.01
Vermont,5,2020,401,55,81,33.92,13.72,20.2
Virginia,5,2020,674,105,77,27,15.58,11.42
Washington,5,2020,1905,242,114,18.69,12.7,5.98
West Virginia,5,2020,1305,145,195,26.05,11.11,14.94
Wisconsin,5,2020,4839,686,892,32.61,14.18,18.43
Wyoming,5,2020,95,16,16,33.68,16.84,16.84
Puerto Rico,5,2020,0,0,0,0,0,0
Alabama,6,2020,1212,199,42,19.88,16.42,3.47
Alaska,6,2020,15,1,1,13.33,6.67,6.67
Arizona,6,2020,548,82,23,19.16,14.96,4.2
Arkansas,6,2020,668,110,180,43.41,16.47,26.95
California,6,2020,5778,1161,448,27.85,20.09,7.75
Colorado,6,2020,1463,357,120,32.6,24.4,8.2
Connecticut,6,2020,2276,263,501,33.57,11.56,22.01
Delaware,6,2020,573,119,47,28.97,20.77,8.2
Georgia,6,2020,2366,392,164,23.5,16.57,6.93
Hawaii,6,2020,791,80,32,14.16,10.11,4.05
Idaho,6,2020,126,5,3,6.35,3.97,2.38
Illinois,6,2020,873,192,150,39.18,21.99,17.18
Indiana,6,2020,486,50,72,25.1,10.29,14.81
Iowa,6,2020,475,76,112,39.58,16,23.58
Kansas,6,2020,171,20,14,19.88,11.7,8.19
Kentucky,6,2020,1128,119,124,21.54,10.55,10.99
Louisiana,6,2020,813,196,20,26.57,24.11,2.46
Maine,6,2020,201,31,32,31.34,15.42,15.92
Maryland,6,2020,628,109,120,36.46,17.36,19.11
Massachusetts,6,2020,2512,496,520,40.45,19.75,20.7
Michigan,6,2020,4077,836,557,34.17,20.51,13.66
Minnesota,6,2020,737,111,50,21.85,15.06,6.78
Mississippi,6,2020,196,38,13,26.02,19.39,6.63
Missouri,6,2020,3585,701,641,37.43,19.55,17.88
Montana,6,2020,473,91,13,21.99,19.24,2.75
Nebraska,6,2020,184,15,42,30.98,8.15,22.83
Nevada,6,2020,57,22,4,45.61,38.6,7.02
New Mexico,6,2020,789,92,59,19.14,11.66,7.48
New York,6,2020,3909,628,510,29.11,16.07,13.05
North Carolina,6,2020,396,52,41,23.48,13.13,10.35
North Dakota,6,2020,632,154,104,40.82,24.37,16.46
Ohio,6,2020,6682,1506,1123,39.34,22.54,16.81
Oklahoma,6,2020,440,58,26,19.09,13.18,5.91
Oregon,6,2020,2649,282,177,17.33,10.65,6.68
Pennsylvania,6,2020,1202,224,197,35.02,18.64,16.39
South Carolina,6,2020,926,151,70,23.87,16.31,7.56
South Dakota,6,2020,73,7,4,15.07,9.59,5.48
Tennessee,6,2020,139,18,10,20.14,12.95,7.19
Texas,6,2020,6196,1423,376,29.03,22.97,6.07
Utah,6,2020,2122,380,259,30.11,17.91,12.21
Vermont,6,2020,301,46,50,31.89,15.28,16.61
Virginia,6,2020,685,108,84,28.03,15.77,12.26
Washington,6,2020,1805,196,87,15.68,10.86,4.82
West Virginia,6,2020,1637,136,365,30.6,8.31,22.3
Wisconsin,6,2020,5324,1087,929,37.87,20.42,17.45
Wyoming,6,2020,64,9,15,37.5,14.06,23.44
Puerto Rico,6,2020,0,0,0,0,0,0
Alabama,7,2020,1121,150,35,16.5,13.38,3.12
Alaska,7,2020,28,1,1,7.14,3.57,3.57
Arizona,7,2020,549,100,13,20.58,18.21,2.37
Arkansas,7,2020,676,124,144,39.64,18.34,21.3
California,7,2020,5626,1238,400,29.11,22,7.11
Colorado,7,2020,1509,304,108,27.3,20.15,7.16
Connecticut,7,2020,1918,240,379,32.27,12.51,19.76
Delaware,7,2020,557,119,31,26.93,21.36,5.57
Georgia,7,2020,2105,295,98,18.67,14.01,4.66
Hawaii,7,2020,743,104,22,16.96,14,2.96
Idaho,7,2020,103,13,5,17.48,12.62,4.85
Illinois,7,2020,809,161,98,32.01,19.9,12.11
Indiana,7,2020,518,69,81,28.96,13.32,15.64
Iowa,7,2020,464,65,107,37.07,14.01,23.06
Kansas,7,2020,216,34,12,21.3,15.74,5.56
Kentucky,7,2020,1069,109,84,18.05,10.2,7.86
Louisiana,7,2020,770,164,9,22.47,21.3,1.17
Maine,7,2020,234,38,43,34.62,16.24,18.38
Maryland,7,2020,621,133,81,34.46,21.42,13.04
Massachusetts,7,2020,2119,413,379,37.38,19.49,17.89
Michigan,7,2020,3997,989,488,36.95,24.74,12.21
Minnesota,7,2020,699,129,50,25.61,18.45,7.15
Mississippi,7,2020,201,29,9,18.91,14.43,4.48
Missouri,7,2020,3760,838,545,36.78,22.29,14.49
Montana,7,2020,506,75,38,22.33,14.82,7.51
Nebraska,7,2020,160,10,26,22.5,6.25,16.25
Nevada,7,2020,40,13,2,37.5,32.5,5
New Mexico,7,2020,722,93,29,16.9,12.88,4.02
New York,7,2020,3903,671,351,26.18,17.19,8.99
North Carolina,7,2020,342,39,36,21.93,11.4,10.53
North Dakota,7,2020,815,286,85,45.52,35.09,10.43
Ohio,7,2020,6437,1490,940,37.75,23.15,14.6
Oklahoma,7,2020,491,88,36,25.25,17.92,7.33
Oregon,7,2020,2598,262,155,16.05,10.08,5.97
Pennsylvania,7,2020,1237,257,161,33.79,20.78,13.02
South Carolina,7,2020,811,118,55,21.33,14.55,6.78
South Dakota,7,2020,79,6,4,12.66,7.59,5.06
Tennessee,7,2020,131,17,6,17.56,12.98,4.58
Texas,7,2020,5689,1339,320,29.16,23.54,5.62
Utah,7,2020,2102,453,209,31.49,21.55,9.94
Vermont,7,2020,402,66,62,31.84,16.42,15.42
Virginia,7,2020,687,108,72,26.2,15.72,10.48
Washington,7,2020,1853,241,71,16.84,13.01,3.83
West Virginia,7,2020,1352,121,279,29.59,8.95,20.64
Wisconsin,7,2020,5164,1295,805,40.67,25.08,15.59
Wyoming,7,2020,68,10,16,38.24,14.71,23.53
Puerto Rico,7,2020,0,0,0,0,0,0
Alabama,8,2020,984,103,29,13.41,10.47,2.95
Alaska,8,2020,32,1,0,3.13,3.13,0
Arizona,8,2020,553,80,19,17.9,14.47,3.44
Arkansas,8,2020,539,87,127,39.7,16.14,23.56
California,8,2020,4833,1001,329,27.52,20.71,6.81
Colorado,8,2020,1366,279,81,26.35,20.42,5.93
Connecticut,8,2020,1683,232,236,27.81,13.78,14.02
Delaware,8,2020,501,84,25,21.76,16.77,4.99
Georgia,8,2020,1810,206,78,15.69,11.38,4.31
Hawaii,8,2020,678,61,16,11.36,9,2.36
Idaho,8,2020,143,22,1,16.08,15.38,0.7
Illinois,8,2020,836,195,86,33.61,23.33,10.29
Indiana,8,2020,520,78,85,31.35,15,16.35
Iowa,8,2020,507,111,138,49.11,21.89,27.22
Kansas,8,2020,172,35,10,26.16,20.35,5.81
Kentucky,8,2020,988,94,79,17.51,9.51,8
Louisiana,8,2020,662,158,8,25.08,23.87,1.21
Maine,8,2020,267,42,52,35.21,15.73,19.48
Maryland,8,2020,588,121,66,31.8,20.58,11.22
Massachusetts,8,2020,1854,383,212,32.09,20.66,11.43
Michigan,8,2020,4022,1019,386,34.93,25.34,9.6
Minnesota,8,2020,704,138,28,23.58,19.6,3.98
Mississippi,8,2020,171,26,9,20.47,15.2,5.26
Missouri,8,2020,3463,758,436,34.48,21.89,12.59
Montana,8,2020,422,59,34,22.04,13.98,8.06
Nebraska,8,2020,155,23,27,32.26,14.84,17.42
New Mexico,8,2020,454,85,18,22.69,18.72,3.96
New York,8,2020,3441,542,253,23.1,15.75,7.35
North Carolina,8,2020,320,37,29,20.63,11.56,9.06
North Dakota,8,2020,756,292,61,46.69,38.62,8.07
Ohio,8,2020,6184,1427,747,35.16,23.08,12.08
Oklahoma,8,2020,517,133,15,28.63,25.73,2.9
Oregon,8,2020,2728,337,154,18,12.35,5.65
Pennsylvania,8,2020,1088,230,117,31.89,21.14,10.75
South Carolina,8,2020,644,79,31,17.08,12.27,4.81
South Dakota,8,2020,51,4,1,9.8,7.84,1.96
Tennessee,8,2020,115,11,6,14.78,9.57,5.22
Texas,8,2020,6029,1316,280,26.47,21.83,4.64
Utah,8,2020,1965,423,174,30.38,21.53,8.85
Vermont,8,2020,402,81,52,33.08,20.15,12.94
Virginia,8,2020,719,131,53,25.59,18.22,7.37
Washington,8,2020,1314,175,37,16.13,13.32,2.82
West Virginia,8,2020,1157,105,146,21.69,9.08,12.62
Wisconsin,8,2020,5686,1539,807,41.26,27.07,14.19
Wyoming,8,2020,38,4,7,28.95,10.53,18.42
Puerto Rico,8,2020,0,0,0,0,0,0
Alabama,9,2020,753,72,19,12.08,9.56,2.52
Alaska,9,2020,28,1,0,3.57,3.57,0
Arizona,9,2020,438,48,5,12.1,10.96,1.14
Arkansas,9,2020,545,123,86,38.35,22.57,15.78
California,9,2020,5115,951,303,24.52,18.59,5.92
Colorado,9,2020,1314,226,54,21.31,17.2,4.11
Connecticut,9,2020,1532,189,136,21.21,12.34,8.88
Delaware,9,2020,569,81,20,17.75,14.24,3.51
Georgia,9,2020,1523,152,53,13.46,9.98,3.48
Hawaii,9,2020,642,75,25,15.58,11.68,3.89
Idaho,9,2020,189,42,4,24.34,22.22,2.12
Illinois,9,2020,797,205,64,33.75,25.72,8.03
Indiana,9,2020,490,74,53,25.92,15.1,10.82
Iowa,9,2020,472,96,104,42.37,20.34,22.03
Kansas,9,2020,177,33,11,24.86,18.64,6.21
Kentucky,9,2020,997,97,66,16.35,9.73,6.62
Louisiana,9,2020,327,41,4,13.76,12.54,1.22
Maine,9,2020,260,51,50,38.85,19.62,19.23
Maryland,9,2020,563,141,34,31.08,25.04,6.04
Massachusetts,9,2020,1762,312,178,27.81,17.71,10.1
Michigan,9,2020,3906,1001,271,32.57,25.63,6.94
Minnesota,9,2020,726,162,11,23.83,22.31,1.52
Mississippi,9,2020,168,20,8,16.67,11.9,4.76
Missouri,9,2020,3513,735,383,31.82,20.92,10.9
Montana,9,2020,515,127,38,32.04,24.66,7.38
Nebraska,9,2020,158,15,15,18.99,9.49,9.49
Nevada,9,2020,58,18,1,32.76,31.03,1.72
New Mexico,9,2020,476,51,11,13.03,10.71,2.31
New York,9,2020,3692,594,233,22.4,16.09,6.31
North Carolina,9,2020,316,40,20,18.99,12.66,6.33
North Dakota,9,2020,710,247,54,42.39,34.79,7.61
Ohio,9,2020,5493,1070,569,29.84,19.48,10.36
Oklahoma,9,2020,451,115,8,27.27,25.5,1.77
Oregon,9,2020,2880,409,105,17.85,14.2,3.65
Pennsylvania,9,2020,1066,219,82,28.24,20.54,7.69
South Carolina,9,2020,639,67,22,13.93,10.49,3.44
South Dakota,9,2020,75,6,4,13.33,8,5.33
Tennessee,9,2020,103,13,5,17.48,12.62,4.85
Texas,9,2020,4992,982,171,23.1,19.67,3.43
Utah,9,2020,1833,385,133,28.26,21,7.26
Vermont,9,2020,314,71,32,32.8,22.61,10.19
Virginia,9,2020,635,90,37,20,14.17,5.83
Washington,9,2020,1798,289,48,18.74,16.07,2.67
West Virginia,9,2020,1211,153,104,21.22,12.63,8.59
Wisconsin,9,2020,5292,1479,592,39.13,27.95,11.19
Wyoming,9,2020,65,14,7,32.31,21.54,10.77
Puerto Rico,9,2020,0,0,0,0,0,0
Alabama,10,2020,969,86,17,10.63,8.88,1.75
Alaska,10,2020,29,8,0,27.59,27.59,0
Arizona,10,2020,465,52,6,12.47,11.18,1.29
Arkansas,10,2020,436,97,96,44.27,22.25,22.02
California,10,2020,5099,764,259,20.06,14.98,5.08
Colorado,10,2020,1344,214,34,18.45,15.92,2.53
Connecticut,10,2020,1319,158,74,17.59,11.98,5.61
Delaware,10,2020,745,85,23,14.5,11.41,3.09
