REGION,WEEK,YEAR,TOTAL,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B,SEASON
Vermont,52,2018,263.0,61.0,1.0,23.57,23.19,0.38,WINTER
Virginia,52,2018,458.0,43.0,0.0,9.39,9.39,0.0,WINTER
Washington,52,2018,1326.0,88.0,2.0,6.79,6.64,0.15,WINTER
West Virginia,52,2018,719.0,36.0,4.0,5.56,5.01,0.56,WINTER
Wisconsin,52,2018,1315.0,69.0,2.0,5.4,5.25,0.15,WINTER
Alabama,1,2019,920.0,108.0,7.0,12.5,11.74,0.76,WINTER
Arizona,1,2019,392.0,69.0,2.0,18.11,17.6,0.51,WINTER
Arkansas,1,2019,267.0,14.0,1.0,5.62,5.24,0.37,WINTER
California,1,2019,1196.0,135.0,4.0,11.62,11.29,0.33,WINTER
Colorado,1,2019,1403.0,210.0,2.0,15.11,14.97,0.14,WINTER
Connecticut,1,2019,1292.0,173.0,1.0,13.47,13.39,0.08,WINTER
Delaware,1,2019,391.0,42.0,0.0,10.74,10.74,0.0,WINTER
Georgia,1,2019,2189.0,243.0,7.0,11.42,11.1,0.32,WINTER
Hawaii,1,2019,232.0,30.0,0.0,12.93,12.93,0.0,WINTER
Idaho,1,2019,127.0,25.0,0.0,19.69,19.69,0.0,WINTER
Illinois,1,2019,424.0,48.0,2.0,11.79,11.32,0.47,WINTER
Indiana,1,2019,526.0,40.0,0.0,7.6,7.6,0.0,WINTER
Iowa,1,2019,347.0,15.0,0.0,4.32,4.32,0.0,WINTER
Kansas,1,2019,127.0,6.0,0.0,4.72,4.72,0.0,WINTER
Kentucky,1,2019,1105.0,207.0,0.0,18.73,18.73,0.0,WINTER
Louisiana,1,2019,515.0,19.0,7.0,5.05,3.69,1.36,WINTER
Maine,1,2019,93.0,7.0,0.0,7.53,7.53,0.0,WINTER
Maryland,1,2019,366.0,43.0,1.0,12.02,11.75,0.27,WINTER
Massachusetts,1,2019,1496.0,306.0,0.0,20.45,20.45,0.0,WINTER
Michigan,1,2019,1968.0,226.0,3.0,11.64,11.48,0.15,WINTER
Minnesota,1,2019,530.0,42.0,0.0,7.92,7.92,0.0,WINTER
Mississippi,1,2019,121.0,6.0,3.0,7.44,4.96,2.48,WINTER
Missouri,1,2019,1949.0,179.0,2.0,9.29,9.18,0.1,WINTER
Montana,1,2019,256.0,24.0,0.0,9.38,9.38,0.0,WINTER
Nebraska,1,2019,289.0,68.0,0.0,23.53,23.53,0.0,WINTER
Nevada,1,2019,30.0,6.0,1.0,23.33,20.0,3.33,WINTER
New Mexico,1,2019,408.0,88.0,0.0,21.57,21.57,0.0,WINTER
New York,1,2019,3852.0,513.0,3.0,13.4,13.32,0.08,WINTER
North Carolina,1,2019,619.0,31.0,4.0,5.65,5.01,0.65,WINTER
North Dakota,1,2019,240.0,24.0,0.0,10.0,10.0,0.0,WINTER
Ohio,1,2019,3682.0,441.0,6.0,12.14,11.98,0.16,WINTER
Oklahoma,1,2019,396.0,6.0,3.0,2.27,1.52,0.76,WINTER
Oregon,1,2019,972.0,101.0,1.0,10.49,10.39,0.1,WINTER
Pennsylvania,1,2019,807.0,82.0,1.0,10.29,10.16,0.12,WINTER
South Carolina,1,2019,647.0,64.0,1.0,10.05,9.89,0.15,WINTER
South Dakota,1,2019,74.0,5.0,0.0,6.76,6.76,0.0,WINTER
Tennessee,1,2019,197.0,10.0,0.0,5.08,5.08,0.0,WINTER
Texas,1,2019,3432.0,485.0,42.0,15.36,14.13,1.22,WINTER
Utah,1,2019,1232.0,206.0,7.0,17.29,16.72,0.57,WINTER
Vermont,1,2019,293.0,39.0,0.0,13.31,13.31,0.0,WINTER
Virginia,1,2019,530.0,41.0,0.0,7.74,7.74,0.0,WINTER
Washington,1,2019,1483.0,138.0,5.0,9.64,9.31,0.34,WINTER
West Virginia,1,2019,881.0,39.0,2.0,4.65,4.43,0.23,WINTER
Wisconsin,1,2019,2384.0,59.0,1.0,2.52,2.47,0.04,WINTER
Alabama,2,2019,600.0,56.0,1.0,9.5,9.33,0.17,WINTER
Arizona,2,2019,393.0,56.0,0.0,14.25,14.25,0.0,WINTER
Arkansas,2,2019,282.0,35.0,5.0,14.18,12.41,1.77,WINTER
California,2,2019,1350.0,187.0,4.0,14.15,13.85,0.3,WINTER
Colorado,2,2019,819.0,149.0,2.0,18.44,18.19,0.24,WINTER
Connecticut,2,2019,1238.0,197.0,2.0,16.07,15.91,0.16,WINTER
Delaware,2,2019,382.0,62.0,0.0,16.23,16.23,0.0,WINTER
Georgia,2,2019,1650.0,99.0,13.0,6.79,6.0,0.79,WINTER
Hawaii,2,2019,286.0,34.0,1.0,12.24,11.89,0.35,WINTER
Idaho,2,2019,148.0,17.0,0.0,11.49,11.49,0.0,WINTER
Illinois,2,2019,473.0,48.0,3.0,10.78,10.15,0.63,WINTER
Indiana,2,2019,372.0,26.0,0.0,6.99,6.99,0.0,WINTER
Iowa,2,2019,345.0,28.0,0.0,8.12,8.12,0.0,WINTER
Kansas,2,2019,145.0,6.0,1.0,4.83,4.14,0.69,WINTER
Kentucky,2,2019,994.0,160.0,0.0,16.1,16.1,0.0,WINTER
Louisiana,2,2019,492.0,26.0,5.0,6.3,5.28,1.02,WINTER
Maine,2,2019,111.0,13.0,0.0,11.71,11.71,0.0,WINTER
Maryland,2,2019,358.0,35.0,4.0,10.89,9.78,1.12,WINTER
Massachusetts,2,2019,1583.0,336.0,3.0,21.42,21.23,0.19,WINTER
Michigan,2,2019,1909.0,202.0,8.0,11.0,10.58,0.42,WINTER
Minnesota,2,2019,592.0,51.0,2.0,8.95,8.61,0.34,WINTER
Mississippi,2,2019,97.0,7.0,3.0,10.31,7.22,3.09,WINTER
Missouri,2,2019,1805.0,183.0,1.0,10.19,10.14,0.06,WINTER
Montana,2,2019,224.0,9.0,2.0,4.91,4.02,0.89,WINTER
Nebraska,2,2019,308.0,75.0,0.0,24.35,24.35,0.0,WINTER
Nevada,2,2019,61.0,19.0,1.0,32.79,31.15,1.64,WINTER
New Mexico,2,2019,587.0,129.0,0.0,21.98,21.98,0.0,WINTER
New York,2,2019,3954.0,558.0,9.0,14.34,14.11,0.23,WINTER
North Carolina,2,2019,637.0,48.0,1.0,7.69,7.54,0.16,WINTER
North Dakota,2,2019,266.0,37.0,1.0,14.29,13.91,0.38,WINTER
Ohio,2,2019,3174.0,350.0,9.0,11.31,11.03,0.28,WINTER
Oklahoma,2,2019,328.0,9.0,3.0,3.66,2.74,0.91,WINTER
Oregon,2,2019,832.0,110.0,1.0,13.34,13.22,0.12,WINTER
Pennsylvania,2,2019,688.0,86.0,3.0,12.94,12.5,0.44,WINTER
South Carolina,2,2019,592.0,36.0,2.0,6.42,6.08,0.34,WINTER
South Dakota,2,2019,89.0,7.0,0.0,7.87,7.87,0.0,WINTER
Tennessee,2,2019,140.0,4.0,1.0,3.57,2.86,0.71,WINTER
Texas,2,2019,3205.0,455.0,55.0,15.91,14.2,1.72,WINTER
Utah,2,2019,1443.0,282.0,15.0,20.58,19.54,1.04,WINTER
Vermont,2,2019,238.0,20.0,0.0,8.4,8.4,0.0,WINTER
Virginia,2,2019,529.0,33.0,0.0,6.24,6.24,0.0,WINTER
Washington,2,2019,1600.0,147.0,6.0,9.56,9.19,0.38,WINTER
West Virginia,2,2019,801.0,26.0,1.0,3.37,3.25,0.12,WINTER
Wisconsin,2,2019,1707.0,89.0,6.0,5.57,5.21,0.35,WINTER
Alabama,3,2019,644.0,30.0,7.0,5.75,4.66,1.09,WINTER
Alaska,3,2019,14.0,1.0,0.0,7.14,7.14,0.0,WINTER
Arizona,3,2019,471.0,52.0,1.0,11.25,11.04,0.21,WINTER
Arkansas,3,2019,380.0,70.0,1.0,18.68,18.42,0.26,WINTER
California,3,2019,1174.0,175.0,5.0,15.33,14.91,0.43,WINTER
Colorado,3,2019,984.0,186.0,1.0,19.0,18.9,0.1,WINTER
Connecticut,3,2019,1296.0,279.0,1.0,21.6,21.53,0.08,WINTER
Delaware,3,2019,474.0,86.0,0.0,18.14,18.14,0.0,WINTER
Georgia,3,2019,1488.0,92.0,20.0,7.53,6.18,1.34,WINTER
Hawaii,3,2019,200.0,28.0,0.0,14.0,14.0,0.0,WINTER
Idaho,3,2019,178.0,44.0,2.0,25.84,24.72,1.12,WINTER
Illinois,3,2019,464.0,68.0,0.0,14.66,14.66,0.0,WINTER
Indiana,3,2019,329.0,24.0,0.0,7.29,7.29,0.0,WINTER
Iowa,3,2019,338.0,31.0,0.0,9.17,9.17,0.0,WINTER
Kansas,3,2019,138.0,5.0,0.0,3.62,3.62,0.0,WINTER
Kentucky,3,2019,1039.0,165.0,2.0,16.07,15.88,0.19,WINTER
Louisiana,3,2019,468.0,33.0,3.0,7.69,7.05,0.64,WINTER
Maine,3,2019,124.0,18.0,0.0,14.52,14.52,0.0,WINTER
Maryland,3,2019,341.0,56.0,2.0,17.01,16.42,0.59,WINTER
Massachusetts,3,2019,1527.0,331.0,3.0,21.87,21.68,0.2,WINTER
Michigan,3,2019,1794.0,262.0,3.0,14.77,14.6,0.17,WINTER
Minnesota,3,2019,576.0,43.0,0.0,7.47,7.47,0.0,WINTER
Mississippi,3,2019,100.0,15.0,1.0,16.0,15.0,1.0,WINTER
Missouri,3,2019,1745.0,206.0,0.0,11.81,11.81,0.0,WINTER
Montana,3,2019,281.0,50.0,6.0,19.93,17.79,2.14,WINTER
Nebraska,3,2019,312.0,90.0,3.0,29.81,28.85,0.96,WINTER
Nevada,3,2019,75.0,17.0,2.0,25.33,22.67,2.67,WINTER
New Mexico,3,2019,571.0,114.0,1.0,20.14,19.96,0.18,WINTER
New York,3,2019,4010.0,721.0,0.0,17.98,17.98,0.0,WINTER
North Carolina,3,2019,644.0,94.0,1.0,14.75,14.6,0.16,WINTER
North Dakota,3,2019,325.0,64.0,0.0,19.69,19.69,0.0,WINTER
Ohio,3,2019,3268.0,547.0,7.0,16.95,16.74,0.21,WINTER
Oklahoma,3,2019,303.0,15.0,4.0,6.27,4.95,1.32,WINTER
Oregon,3,2019,919.0,138.0,0.0,15.02,15.02,0.0,WINTER
Pennsylvania,3,2019,799.0,185.0,2.0,23.4,23.15,0.25,WINTER
South Carolina,3,2019,587.0,61.0,1.0,10.56,10.39,0.17,WINTER
South Dakota,3,2019,77.0,1.0,0.0,1.3,1.3,0.0,WINTER
Tennessee,3,2019,124.0,6.0,1.0,5.65,4.84,0.81,WINTER
Texas,3,2019,3401.0,769.0,38.0,23.73,22.61,1.12,WINTER
Utah,3,2019,1506.0,346.0,9.0,23.57,22.97,0.6,WINTER
Vermont,3,2019,276.0,41.0,1.0,15.22,14.86,0.36,WINTER
Virginia,3,2019,495.0,47.0,0.0,9.49,9.49,0.0,WINTER
Washington,3,2019,1499.0,221.0,7.0,15.21,14.74,0.47,WINTER
West Virginia,3,2019,836.0,72.0,3.0,8.97,8.61,0.36,WINTER
Wisconsin,3,2019,1707.0,140.0,8.0,8.67,8.2,0.47,WINTER
Alabama,4,2019,603.0,67.0,5.0,11.94,11.11,0.83,WINTER
Alaska,4,2019,17.0,2.0,0.0,11.76,11.76,0.0,WINTER
Arizona,4,2019,385.0,32.0,0.0,8.31,8.31,0.0,WINTER
Arkansas,4,2019,463.0,89.0,4.0,20.09,19.22,0.86,WINTER
California,4,2019,1118.0,129.0,6.0,12.08,11.54,0.54,WINTER
Colorado,4,2019,996.0,164.0,2.0,16.67,16.47,0.2,WINTER
Connecticut,4,2019,1416.0,350.0,1.0,24.79,24.72,0.07,WINTER
Delaware,4,2019,460.0,105.0,0.0,22.83,22.83,0.0,WINTER
Georgia,4,2019,1544.0,144.0,12.0,10.1,9.33,0.78,WINTER
Hawaii,4,2019,372.0,54.0,3.0,15.32,14.52,0.81,WINTER
Idaho,4,2019,202.0,47.0,1.0,23.76,23.27,0.5,WINTER
Illinois,4,2019,429.0,62.0,3.0,15.15,14.45,0.7,WINTER
Indiana,4,2019,303.0,21.0,1.0,7.26,6.93,0.33,WINTER
Iowa,4,2019,311.0,33.0,1.0,10.93,10.61,0.32,WINTER
Kansas,4,2019,132.0,4.0,1.0,3.79,3.03,0.76,WINTER
Kentucky,4,2019,1066.0,233.0,1.0,21.95,21.86,0.09,WINTER
Louisiana,4,2019,571.0,60.0,2.0,10.86,10.51,0.35,WINTER
Maine,4,2019,108.0,12.0,0.0,11.11,11.11,0.0,WINTER
Maryland,4,2019,339.0,46.0,5.0,15.04,13.57,1.47,WINTER
Massachusetts,4,2019,1539.0,434.0,2.0,28.33,28.2,0.13,WINTER
Michigan,4,2019,1873.0,354.0,5.0,19.17,18.9,0.27,WINTER
Minnesota,4,2019,611.0,81.0,4.0,13.91,13.26,0.65,WINTER
Mississippi,4,2019,173.0,29.0,1.0,17.34,16.76,0.58,WINTER
Missouri,4,2019,1869.0,268.0,2.0,14.45,14.34,0.11,WINTER
Montana,4,2019,341.0,61.0,7.0,19.94,17.89,2.05,WINTER
Nebraska,4,2019,314.0,97.0,0.0,30.89,30.89,0.0,WINTER
Nevada,4,2019,53.0,11.0,0.0,20.75,20.75,0.0,WINTER
New Mexico,4,2019,476.0,124.0,0.0,26.05,26.05,0.0,WINTER
New York,4,2019,3984.0,907.0,8.0,22.97,22.77,0.2,WINTER
North Carolina,4,2019,945.0,195.0,6.0,21.27,20.63,0.63,WINTER
North Dakota,4,2019,393.0,120.0,0.0,30.53,30.53,0.0,WINTER
Ohio,4,2019,3085.0,516.0,7.0,16.95,16.73,0.23,WINTER
Oklahoma,4,2019,310.0,19.0,1.0,6.45,6.13,0.32,WINTER
Oregon,4,2019,945.0,178.0,2.0,19.05,18.84,0.21,WINTER
Pennsylvania,4,2019,811.0,185.0,1.0,22.93,22.81,0.12,WINTER
South Carolina,4,2019,621.0,76.0,1.0,12.4,12.24,0.16,WINTER
South Dakota,4,2019,76.0,6.0,0.0,7.89,7.89,0.0,WINTER
Tennessee,4,2019,145.0,12.0,3.0,10.34,8.28,2.07,WINTER
Texas,4,2019,4084.0,1053.0,59.0,27.23,25.78,1.44,WINTER
Utah,4,2019,1644.0,443.0,15.0,27.86,26.95,0.91,WINTER
Vermont,4,2019,336.0,89.0,1.0,26.79,26.49,0.3,WINTER
Virginia,4,2019,555.0,64.0,1.0,11.71,11.53,0.18,WINTER
Washington,4,2019,1629.0,351.0,7.0,21.98,21.55,0.43,WINTER
West Virginia,4,2019,1055.0,140.0,6.0,13.84,13.27,0.57,WINTER
Wisconsin,4,2019,1802.0,221.0,10.0,12.82,12.26,0.55,WINTER
Alabama,5,2019,924.0,145.0,9.0,16.67,15.69,0.97,WINTER
Alaska,5,2019,11.0,1.0,0.0,9.09,9.09,0.0,WINTER
Arizona,5,2019,466.0,50.0,1.0,10.94,10.73,0.21,WINTER
Arkansas,5,2019,68.0,21.0,1.0,32.35,30.88,1.47,WINTER
California,5,2019,1270.0,168.0,6.0,13.7,13.23,0.47,WINTER
Colorado,5,2019,1058.0,225.0,12.0,22.4,21.27,1.13,WINTER
Connecticut,5,2019,1467.0,391.0,1.0,26.72,26.65,0.07,WINTER
Delaware,5,2019,534.0,166.0,1.0,31.27,31.09,0.19,WINTER
Georgia,5,2019,1702.0,189.0,18.0,12.16,11.1,1.06,WINTER
Hawaii,5,2019,374.0,54.0,0.0,14.44,14.44,0.0,WINTER
Idaho,5,2019,202.0,40.0,0.0,19.8,19.8,0.0,WINTER
Illinois,5,2019,478.0,88.0,1.0,18.62,18.41,0.21,WINTER
Indiana,5,2019,301.0,42.0,0.0,13.95,13.95,0.0,WINTER
Iowa,5,2019,298.0,47.0,0.0,15.77,15.77,0.0,WINTER
Kansas,5,2019,122.0,14.0,1.0,12.3,11.48,0.82,WINTER
Kentucky,5,2019,1157.0,236.0,3.0,20.66,20.4,0.26,WINTER
Louisiana,5,2019,749.0,158.0,4.0,21.63,21.09,0.53,WINTER
Maine,5,2019,177.0,41.0,0.0,23.16,23.16,0.0,WINTER
Maryland,5,2019,287.0,58.0,5.0,21.95,20.21,1.74,WINTER
Massachusetts,5,2019,1531.0,412.0,1.0,26.98,26.91,0.07,WINTER
Michigan,5,2019,1756.0,316.0,8.0,18.45,18.0,0.46,WINTER
Minnesota,5,2019,550.0,71.0,3.0,13.45,12.91,0.55,WINTER
Mississippi,5,2019,275.0,85.0,0.0,30.91,30.91,0.0,WINTER
Missouri,5,2019,2054.0,416.0,4.0,20.45,20.25,0.19,WINTER
Montana,5,2019,353.0,53.0,9.0,17.56,15.01,2.55,WINTER
Nebraska,5,2019,356.0,127.0,0.0,35.67,35.67,0.0,WINTER
Nevada,5,2019,68.0,17.0,3.0,29.41,25.0,4.41,WINTER
New Mexico,5,2019,472.0,77.0,1.0,16.53,16.31,0.21,WINTER
New York,5,2019,4162.0,915.0,4.0,22.08,21.98,0.1,WINTER
North Carolina,5,2019,1231.0,347.0,13.0,29.24,28.19,1.06,WINTER
North Dakota,5,2019,405.0,122.0,0.0,30.12,30.12,0.0,WINTER
Ohio,5,2019,3230.0,826.0,14.0,26.01,25.57,0.43,WINTER
Oklahoma,5,2019,400.0,55.0,1.0,14.0,13.75,0.25,WINTER
Oregon,5,2019,1023.0,156.0,2.0,15.44,15.25,0.2,WINTER
Pennsylvania,5,2019,810.0,203.0,0.0,25.06,25.06,0.0,WINTER
South Carolina,5,2019,635.0,112.0,0.0,17.64,17.64,0.0,WINTER
South Dakota,5,2019,83.0,8.0,0.0,9.64,9.64,0.0,WINTER
Tennessee,5,2019,205.0,35.0,3.0,18.54,17.07,1.46,WINTER
Texas,5,2019,5795.0,1876.0,86.0,33.86,32.37,1.48,WINTER
Utah,5,2019,1944.0,554.0,18.0,29.42,28.5,0.93,WINTER
Vermont,5,2019,351.0,88.0,4.0,26.21,25.07,1.14,WINTER
Virginia,5,2019,670.0,123.0,4.0,18.96,18.36,0.6,WINTER
Washington,5,2019,1962.0,506.0,1.0,25.84,25.79,0.05,WINTER
West Virginia,5,2019,975.0,183.0,2.0,18.97,18.77,0.21,WINTER
Wisconsin,5,2019,1776.0,215.0,1.0,12.16,12.11,0.06,WINTER
Alabama,6,2019,1069.0,222.0,5.0,21.23,20.77,0.47,WINTER
Alaska,6,2019,13.0,2.0,0.0,15.38,15.38,0.0,WINTER
Arizona,6,2019,586.0,60.0,4.0,10.92,10.24,0.68,WINTER
Arkansas,6,2019,947.0,354.0,3.0,37.7,37.38,0.32,WINTER
California,6,2019,1134.0,122.0,6.0,11.29,10.76,0.53,WINTER
Colorado,6,2019,1220.0,340.0,34.0,30.66,27.87,2.79,WINTER
Connecticut,6,2019,1513.0,378.0,1.0,25.05,24.98,0.07,WINTER
Delaware,6,2019,511.0,148.0,2.0,29.35,28.96,0.39,WINTER
Georgia,6,2019,1764.0,265.0,23.0,16.33,15.02,1.3,WINTER
Hawaii,6,2019,296.0,39.0,2.0,13.85,13.18,0.68,WINTER
Idaho,6,2019,180.0,34.0,3.0,20.56,18.89,1.67,WINTER
Illinois,6,2019,589.0,112.0,4.0,19.69,19.02,0.68,WINTER
Indiana,6,2019,438.0,66.0,0.0,15.07,15.07,0.0,WINTER
Iowa,6,2019,282.0,64.0,0.0,22.7,22.7,0.0,WINTER
Kansas,6,2019,109.0,7.0,0.0,6.42,6.42,0.0,WINTER
Kentucky,6,2019,1045.0,221.0,7.0,21.82,21.15,0.67,WINTER
Louisiana,6,2019,951.0,251.0,7.0,27.13,26.39,0.74,WINTER
Maine,6,2019,156.0,49.0,0.0,31.41,31.41,0.0,WINTER
Maryland,6,2019,392.0,104.0,4.0,27.55,26.53,1.02,WINTER
Massachusetts,6,2019,1716.0,451.0,4.0,26.52,26.28,0.23,WINTER
Michigan,6,2019,1728.0,260.0,15.0,15.91,15.05,0.87,WINTER
Minnesota,6,2019,580.0,106.0,3.0,18.79,18.28,0.52,WINTER
Mississippi,6,2019,308.0,90.0,1.0,29.55,29.22,0.32,WINTER
Missouri,6,2019,2203.0,503.0,6.0,23.1,22.83,0.27,WINTER
Montana,6,2019,402.0,108.0,7.0,28.61,26.87,1.74,WINTER
Nebraska,6,2019,328.0,87.0,0.0,26.52,26.52,0.0,WINTER
Nevada,6,2019,100.0,22.0,0.0,22.0,22.0,0.0,WINTER
New Mexico,6,2019,510.0,82.0,3.0,16.67,16.08,0.59,WINTER
New York,6,2019,4781.0,1279.0,7.0,26.9,26.75,0.15,WINTER
North Carolina,6,2019,1253.0,364.0,12.0,30.01,29.05,0.96,WINTER
North Dakota,6,2019,381.0,137.0,0.0,35.96,35.96,0.0,WINTER
Ohio,6,2019,3506.0,883.0,21.0,25.78,25.19,0.6,WINTER
Oklahoma,6,2019,458.0,98.0,0.0,21.4,21.4,0.0,WINTER
Oregon,6,2019,1071.0,289.0,1.0,27.08,26.98,0.09,WINTER
Pennsylvania,6,2019,913.0,251.0,2.0,27.71,27.49,0.22,WINTER
South Carolina,6,2019,926.0,214.0,2.0,23.33,23.11,0.22,WINTER
South Dakota,6,2019,76.0,10.0,0.0,13.16,13.16,0.0,WINTER
Tennessee,6,2019,263.0,60.0,3.0,23.95,22.81,1.14,WINTER
Texas,6,2019,6918.0,2332.0,121.0,35.46,33.71,1.75,WINTER
Utah,6,2019,2022.0,611.0,24.0,31.4,30.22,1.19,WINTER
Vermont,6,2019,332.0,78.0,1.0,23.8,23.49,0.3,WINTER
Virginia,6,2019,620.0,168.0,8.0,28.39,27.1,1.29,WINTER
Washington,6,2019,1753.0,405.0,8.0,23.56,23.1,0.46,WINTER
West Virginia,6,2019,1183.0,265.0,1.0,22.49,22.4,0.08,WINTER
Wisconsin,6,2019,1925.0,294.0,8.0,15.69,15.27,0.42,WINTER
Alabama,7,2019,1073.0,204.0,6.0,19.57,19.01,0.56,WINTER
Alaska,7,2019,11.0,2.0,1.0,27.27,18.18,9.09,WINTER
Arizona,7,2019,524.0,48.0,3.0,9.73,9.16,0.57,WINTER
Arkansas,7,2019,1029.0,406.0,5.0,39.94,39.46,0.49,WINTER
California,7,2019,1145.0,158.0,2.0,13.97,13.8,0.17,WINTER
Colorado,7,2019,1292.0,392.0,62.0,35.14,30.34,4.8,WINTER
Connecticut,7,2019,1340.0,260.0,1.0,19.48,19.4,0.07,WINTER
Delaware,7,2019,553.0,152.0,1.0,27.67,27.49,0.18,WINTER
Georgia,7,2019,1699.0,219.0,17.0,13.89,12.89,1.0,WINTER
Hawaii,7,2019,298.0,39.0,0.0,13.09,13.09,0.0,WINTER
Idaho,7,2019,154.0,36.0,2.0,24.68,23.38,1.3,WINTER
Illinois,7,2019,547.0,149.0,3.0,27.79,27.24,0.55,WINTER
Indiana,7,2019,360.0,86.0,0.0,23.89,23.89,0.0,WINTER
Iowa,7,2019,415.0,143.0,0.0,34.46,34.46,0.0,WINTER
Kansas,7,2019,137.0,18.0,3.0,15.33,13.14,2.19,WINTER
Kentucky,7,2019,1023.0,145.0,7.0,14.86,14.17,0.68,WINTER
Louisiana,7,2019,1061.0,295.0,9.0,28.65,27.8,0.85,WINTER
Maine,7,2019,238.0,68.0,0.0,28.57,28.57,0.0,WINTER
Maryland,7,2019,426.0,86.0,6.0,21.6,20.19,1.41,WINTER
Massachusetts,7,2019,1371.0,347.0,6.0,25.75,25.31,0.44,WINTER
Michigan,7,2019,1838.0,341.0,17.0,19.48,18.55,0.92,WINTER
Minnesota,7,2019,567.0,122.0,2.0,21.87,21.52,0.35,WINTER
Mississippi,7,2019,260.0,88.0,2.0,34.62,33.85,0.77,WINTER
Missouri,7,2019,2321.0,601.0,8.0,26.24,25.89,0.34,WINTER
Montana,7,2019,449.0,153.0,5.0,35.19,34.08,1.11,WINTER
Nebraska,7,2019,270.0,65.0,0.0,24.07,24.07,0.0,WINTER
Nevada,7,2019,64.0,14.0,0.0,21.88,21.88,0.0,WINTER
New York,7,2019,4901.0,1332.0,5.0,27.28,27.18,0.1,WINTER
North Carolina,7,2019,1005.0,248.0,11.0,25.77,24.68,1.09,WINTER
North Dakota,7,2019,481.0,182.0,0.0,37.84,37.84,0.0,WINTER
Ohio,7,2019,3961.0,1175.0,19.0,30.14,29.66,0.48,WINTER
Oklahoma,7,2019,640.0,163.0,1.0,25.63,25.47,0.16,WINTER
Oregon,7,2019,1475.0,403.0,4.0,27.59,27.32,0.27,WINTER
Pennsylvania,7,2019,857.0,239.0,0.0,27.89,27.89,0.0,WINTER
South Carolina,7,2019,828.0,169.0,0.0,20.41,20.41,0.0,WINTER
South Dakota,7,2019,102.0,12.0,0.0,11.76,11.76,0.0,WINTER
Tennessee,7,2019,255.0,38.0,3.0,16.08,14.9,1.18,WINTER
Texas,7,2019,6211.0,1879.0,106.0,31.96,30.25,1.71,WINTER
Utah,7,2019,2060.0,638.0,37.0,32.77,30.97,1.8,WINTER
Vermont,7,2019,328.0,98.0,1.0,30.18,29.88,0.3,WINTER
Virginia,7,2019,852.0,238.0,12.0,29.34,27.93,1.41,WINTER
Washington,7,2019,1288.0,307.0,8.0,24.46,23.84,0.62,WINTER
West Virginia,7,2019,1241.0,286.0,3.0,23.29,23.05,0.24,WINTER
Wisconsin,7,2019,2120.0,489.0,19.0,23.96,23.07,0.9,WINTER
Alabama,8,2019,823.0,163.0,9.0,20.9,19.81,1.09,WINTER
Arizona,8,2019,576.0,43.0,1.0,7.64,7.47,0.17,WINTER
Arkansas,8,2019,678.0,245.0,9.0,37.46,36.14,1.33,WINTER
California,8,2019,1160.0,175.0,10.0,15.95,15.09,0.86,WINTER
Colorado,8,2019,1328.0,425.0,68.0,37.12,32.0,5.12,WINTER
Connecticut,8,2019,1144.0,210.0,1.0,18.44,18.36,0.09,WINTER
Delaware,8,2019,441.0,119.0,2.0,27.44,26.98,0.45,WINTER
Georgia,8,2019,1724.0,250.0,22.0,15.78,14.5,1.28,WINTER
Hawaii,8,2019,414.0,49.0,1.0,12.08,11.84,0.24,WINTER
Idaho,8,2019,157.0,44.0,0.0,28.03,28.03,0.0,WINTER
Illinois,8,2019,635.0,137.0,6.0,22.52,21.57,0.94,WINTER
Indiana,8,2019,554.0,129.0,0.0,23.29,23.29,0.0,WINTER
Iowa,8,2019,483.0,202.0,0.0,41.82,41.82,0.0,WINTER
Kansas,8,2019,152.0,28.0,2.0,19.74,18.42,1.32,WINTER
Kentucky,8,2019,959.0,128.0,7.0,14.08,13.35,0.73,WINTER
Louisiana,8,2019,1016.0,293.0,2.0,29.04,28.84,0.2,WINTER
Maine,8,2019,244.0,71.0,0.0,29.1,29.1,0.0,WINTER
Maryland,8,2019,447.0,130.0,2.0,29.53,29.08,0.45,WINTER
Massachusetts,8,2019,1348.0,266.0,4.0,20.03,19.73,0.3,WINTER
Michigan,8,2019,1878.0,357.0,17.0,19.91,19.01,0.91,WINTER
Minnesota,8,2019,688.0,205.0,2.0,30.09,29.8,0.29,WINTER
Mississippi,8,2019,242.0,43.0,1.0,18.18,17.77,0.41,WINTER
Missouri,8,2019,2367.0,631.0,6.0,26.91,26.66,0.25,WINTER
Montana,8,2019,531.0,203.0,10.0,40.11,38.23,1.88,WINTER
Nebraska,8,2019,244.0,62.0,0.0,25.41,25.41,0.0,WINTER
Nevada,8,2019,57.0,17.0,0.0,29.82,29.82,0.0,WINTER
New Mexico,8,2019,473.0,103.0,1.0,21.99,21.78,0.21,WINTER
New York,8,2019,4695.0,1296.0,14.0,27.9,27.6,0.3,WINTER
North Carolina,8,2019,969.0,212.0,15.0,23.43,21.88,1.55,WINTER
North Dakota,8,2019,512.0,202.0,0.0,39.45,39.45,0.0,WINTER
Ohio,8,2019,4603.0,1460.0,18.0,32.11,31.72,0.39,WINTER
Oklahoma,8,2019,643.0,167.0,1.0,26.13,25.97,0.16,WINTER
Oregon,8,2019,1453.0,536.0,6.0,37.3,36.89,0.41,WINTER
Pennsylvania,8,2019,794.0,213.0,2.0,27.08,26.83,0.25,WINTER
